published_at,cleaned_text,sentiment_score,sentiment,topic
2024-12-13T16:46:24Z,keeping sanction force would pull rug syria hour assad fell congress moved extend sanction despite presidential waiver syria open book post keeping sanction force would pull rug syria appeared first intercept shock offensive rebel brought end bashar al assads regime syria crossroad rebuilding syria ash devastating civil war sure long road syr 8606 char sanction,-0.9081,negative,sanctions
2024-11-27T17:56:33Z,u slap sanction venezuelan official post election crackdown u say sanction target 21 individual involved anti democratic practice repression protest united state announced sanction 21 ally venezuelan president nicolas maduro citing alleged involvement suppression protest following contested july election 2793 char sanction,-0.5423,negative,sanctions
2024-12-10T19:28:22Z,u sanction china cyber firm potentially deadly ransomware attack firewall targeted u protecting critical infrastructure company u treasury department say chinese cybersecurity company one researcher sanctioned united state 2020 cyberattack sought exploit computer software vulnerability company firewa 3203 char sanction,-0.4767,negative,sanctions
2024-12-05T11:01:16Z,ukraine sanction georgian leader crackdown pro eu protest president zelenskyy target prime minister georgian dream figure handing country putin ukrainian president volodymyr zelenskyy sanctioned top georgian official including prime minister billionaire founder ruling party bid halt country apparent dri 3491 char sanction,0.5423,positive,sanctions
2024-11-24T20:05:54Z,israel sanction haaretz due article hurt israeli state haaretz news outlet called decision another step netanyahu journey dismantle israeli democracy israel approved resolution cut tie israeli news outlet haaretz ban government funding body communicating placing advertisement newspaper government sa 2718 char sanction,-0.743,negative,sanctions
2024-12-13T13:59:35Z,iaea say iran agrees monitoring fordo enrichment plant iran agreed increased monitoring un nuclear watchdog fordo enrichment plant following plan ramp production highly yahoo using ai generate takeaway article mean info may always match article reporting mistake help u improve experience generate key takeaway 2365 char sanction,0.802,positive,sanctions
2024-12-02T16:25:57Z,appalling icc president say threat sanction put court jeopardy u politician threatening sanction court official arrest warrant israel benjamin netanyahu president international criminal court icc warned attack tribunal come largely washington moscow jeopardise existence addressing icc mem 3403 char sanction,-0.9698,negative,sanctions
2024-11-25T15:12:49Z,russia hoping sanction relief peace deal pavel felgenhauer russia hope gain wake negotiating possible peace deal end ukraine war quotable read morepavel felgenhauer moscow based defence analyst talk russia hope gain wake negotiating possible peace deal end ukraine war sanction,0.9666,positive,sanctions
2024-12-03T17:09:02Z,u imposes new sanction iran shadow fleet oil tanker latest u sanction part effort disrupt iran use oil revenue finance nuclear programme united state piled additional sanction iran targeting 35 entity vessel say part shadow fleet vessel transporting cargo iranian petroleum fore 2026 char sanction,0.34,positive,sanctions
2024-11-27T16:34:37Z,nordic baltic state poland ready expand sanction nordic baltic state poland ready expand sanction third column 3rd story link related story russia advancing ukraine fastest pace since start war america new declinists deluded consequence lett baltic nordic nation well poland ready step sanction russia backer ukraine invasion country said wednesday summit sweden russia hit w 1442 char sanction,0.8074,positive,sanctions
2024-12-02T08:47:28Z,trump said want 100 tariff country trying move away dollar could hurt u u reduce trade deficit increase global dominance dollar time said economist u president elect donald trump issued new tariff threat weekend time country seeking find u dollar alternative may elevating non threat said 5810 char sanction,-0.8591,negative,sanctions
2024-12-19T11:58:25Z,6 revealing moment putin marathon end year event russian president addressed faltering russian economy invasion ukraine impeding trump administration russian president vladimir putin held marathon annual press conference thursday event putin fielded question member russian public journalist issue ranging 3960 char sanction,0.0,neutral,sanctions
2024-11-25T10:28:23Z,russian missile strike kharkiv zelenskyy call ally unwavering aid ukrainian authority said least 19 people injured 41 building damaged russian missile strike northeastern city kharkiv london ukrainian authority said least 19 people injured 41 building damaged russian missile strike northeastern city kharkiv overnight monday moscow 2231 char sanction,-0.9022,negative,sanctions
2024-12-18T22:51:33Z,u alarmed russia close accepting nuclear armed north korea united state voiced alarm united nation security council wednesday russia close accepting nuclear armed north korea moscow yahoo using ai generate takeaway article mean info may always match article reporting mistake help u improve experience generate key takeaway b 3606 char sanction,0.891,positive,sanctions
